自動車メーカー,車種,型式,エンジン,適合詳細,仕様,プレート,種類,販売価格,Camp価格,商品ID,物販コード,メーカー品番,メーカー名,商品名,商品,商品種別,付属品/必要部品,備考,注意事項,定価,入り送料,,規格1,パターン数,管理用コード
日産,スカイライン,ER34,RB25DET,ER34専用,SE機構付き<br>HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,659,129209,,291923,ORC-P659-NS0101-qq-e-127k,ORC-P659-NS0101,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,182000,0,,,,
日産,スカイライン,ER34,RB25DET,ER34専用,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,559,126417,,292107,ORC-P559D-NS0101-qq-e-131k,ORC-P559D-NS0101,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,178000,0,,,,
日産,スカイライン,ER34,RB25DET,ER34専用,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,559,122228,,291851,ORC-P559-NS0101-qq-e-129k,ORC-P559-NS0101,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,172000,0,,,,
日産,スカイライン,R32,RB20DE/RB20DET,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,409,74065,,291650,ORC-409D-01N-qq-e-88k,ORC-409D-01N,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),オプションとして静音タイプ、高μタイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,103000,0,,,,
日産,スカイライン,R32,RB20DE/RB20DET,,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,シングル,409,71971,,291632,ORC-409-01N-qq-e-89k,ORC-409-01N,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),オプションとして静音タイプ、高μタイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,100000,0,,,,
日産,スカイライン,R32,RB20DE/RB20DET,,HP(高圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,659,121530,,291791,ORC-659D-NS0101-qq-e-84k,ORC-659D-NS0101,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,,171000,0,,,,
日産,スカイライン,R32,RB20DE/RB20DET,,HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,659,117342,,291774,ORC-659-NS0101-qq-e-85k,ORC-659-NS0101,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,,165000,0,,,,
日産,スカイライン,R32,RB20DE/RB20DET,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,559,114550,,291733,ORC-559D-01N-qq-e-87k,ORC-559D-01N,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,,161000,0,,,,
日産,スカイライン,R32,RB20DE/RB20DET,,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559,110362,,292050,ORC-559-01N-qq-e-86k,ORC-559-01N,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,,155000,0,,,,
日産,スカイライン,R32,RB26DETT,後期のみ,SE機構付き<br>HP(高圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,659,133396,,291948,ORC-P659D-NS0101-qq-e-101k,ORC-P659D-NS0101,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,188000,0,,,,
日産,スカイライン,R32,RB26DETT,後期のみ,SE機構付き<br>HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,659,129209,,291947,ORC-P659D-NS0101-qq-e-100k,ORC-P659D-NS0101,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,182000,0,,,,
日産,スカイライン,R32,RB26DETT,後期のみ,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,559,126417,,291897,ORC-P559D-NS0101-qq-e-99k,ORC-P559D-NS0101,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,178000,0,,,,
日産,スカイライン,R32,RB26DETT,後期のみ,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,559,122228,,291849,ORC-P559-NS0101-qq-e-102k,ORC-P559-NS0101,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,172000,0,,,,
日産,スカイライン,R32,RB26DETT,前期のみ,HP(高圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,659,121530,,292083,ORC-659D-NS0101-qq-e-98k,ORC-659D-NS0101,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,,171000,0,,,,
日産,スカイライン,R32,RB26DETT,前期のみ,HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,659,117342,,291775,ORC-659-NS0101-qq-e-97k,ORC-659-NS0101,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,,165000,0,,,,
日産,スカイライン,R32,RB26DETT,前期のみ,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,559,114550,,292066,ORC-559D-01N-qq-e-104k,ORC-559D-01N,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,,161000,0,,,,
日産,スカイライン,R32,RB26DETT,前期のみ,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559,110362,,291684,ORC-559-01N-qq-e-103k,ORC-559-01N,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,,155000,0,,,,
日産,スカイライン,R32,RB26DETT,ホリンジャー6速MT、HKS6速MTのみ,プッシュ式,トリプル,1000F,138282,,292011,ORC-1000F-NS0102-qq-e-94kA/ORC-1000F-NS0102-qq-e-94kB,ORC-1000F-NS0102,ORC,Metal Series ORC-1000F(トリプル),Metal Series ORC-1000F,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ・Bタイプから選択),Aタイプは切れ性は不利になりますが、半クラッチの操作が容易となります。Bタイプは切れ性は有利になりますが、半クラッチの操作がやや難しくなります。,,195000,0,,レリーズベアリング,2,ORC-1000F-NS0102-qq-e-94k
日産,スカイライン,R32,RB26DETT,後期のみ,SE機構付き<br>プル式,トリプル,1000F,148753,,291804,ORC-P1000F-NS0101-qq-e-95k,ORC-P1000F-NS0101,ORC,Metal Series ORC-1000F(トリプル),Metal Series ORC-1000F,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,210000,0,,,,
日産,スカイライン,R32,RB26DETT,前期のみ,プッシュ式,トリプル,1000F,138282,,291545,ORC-1000F-NS0101-qq-e-96kA/ORC-1000F-NS0101-qq-e-96kB,ORC-1000F-NS0101,ORC,Metal Series ORC-1000F(トリプル),Metal Series ORC-1000F,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ・Bタイプから選択),Aタイプは切れ性は不利になりますが、半クラッチの操作が容易となります。Bタイプは切れ性は有利になりますが、半クラッチの操作がやや難しくなります。,,195000,0,,レリーズベアリング,2,ORC-1000F-NS0101-qq-e-96k
日産,スカイライン,R33,RB25DE/RB25DET,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,409,74065,,291649,ORC-409D-01N-qq-e-110k,ORC-409D-01N,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),オプションとして静音タイプ、高μタイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,103000,0,,,,
