ホンダ,フィット,GK5,H25/9～H29/5,L15B,2WD 前期/RS,Fr：15～20mm<br>Rr：15～20mm,16280,,225054,ESH-4448-qq-e-f1-3345,ESH-4448-qq-e-d-3345,4536190144485,ESH-4448,ESPELIR,DOWNSUS Plus,1台分,15～20/15～20,Fr：15～20mm<br>Rr：15～20mm,2.4/2.3,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215631>BR-1277F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220670>BR-1277R</a>,,ポジションランプの位置が低いため、装着後保安基準に抵触します,37000,30600
ホンダ,フィット,GK5,H29/6～,L15B,2WD 後期/15RS ホンダセンシング,,16280,,227253,ESH-3627-qq-e-f1-3335,ESH-3627-qq-e-d-3335,4536190136275,ESH-3627,ESPELIR,DOWNSUS Plus,1台分,20～25/15～20,,2.5/2.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216665>BR-1277F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220667>BR-1277R</a>,,,37000,30600
ホンダ,フィット,GK6,H25/9～H29/5,15B,4WD 前期/15X・Lパッケージ,,17600,,227262,ESH-4446-qq-e-f1-3343,ESH-4446-qq-e-d-3343,4536190144461,ESH-4446,ESPELIR,DOWNSUS Plus,1台分,10～15/15～20,,2.8/6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217629>BR-1277F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220669>BR-1277R</a>,,ポジションランプの位置が低いため、装着後保安基準に抵触します,40000,31800
ホンダ,フィット,GK6,H25/9～H29/5,L15B,4WD 前期/15X,,17600,,226550,ESH-4445-qq-e-f1-3342,ESH-4445-qq-e-d-3342,4536190144454,ESH-4445,ESPELIR,DOWNSUS Plus,1台分,10～15/15～20,,2.8/6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220658>BR-1277F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217642>BR-1277R</a>,,ポジションランプの位置が低いため、装着後保安基準に抵触します,40000,31800
ホンダ,フィットハイブリッド,GP5,H25/9～H29/6,LEB-H1,2WD HYBRID 前期/HYBRID-Sは除く,Fr：10～15mm<br>Rr：15～20mm,16280,,225055,ESH-4449-qq-e-f1-3346,ESH-4449-qq-e-d-3346,4536190144492,ESH-4449,ESPELIR,DOWNSUS Plus,1台分,10～15/15～20,Fr：10～15mm<br>Rr：15～20mm,2.5/2.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216669>BR-1277F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215643>BR-1277R</a>,,HYBRID-S:ポジションランプの位置が低いため、装着後保安基準に抵触します,37000,30600
ホンダ,フィットハイブリッド,GP5,H29/6～,LEB-H1,2WD HYBRID 後期/HYBRID-F,Fr：12～17mm<br>Rr：10～15mm,16280,,224013,ESH-3594-qq-e-f1-3302,ESH-3594-qq-e-d-3302,4536190135940,ESH-3594,ESPELIR,DOWNSUS Plus,1台分,12～17/10～15,Fr：12～17mm<br>Rr：10～15mm,2.5/2.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219896>BR-1277F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213618>BR-1277R</a>,,,37000,30600
ホンダ,フィットハイブリッド,GP5,H29/6～,LEB-H1,2WD HYBRID 後期/HYBRID-L ホンダセンシング,Fr：12～17mm<br>Rr：10～15mm,16280,,224015,ESH-3597-qq-e-f1-3305,ESH-3597-qq-e-d-3305,4536190135971,ESH-3597,ESPELIR,DOWNSUS Plus,1台分,12～17/10～15,Fr：12～17mm<br>Rr：10～15mm,2.5/2.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220921>BR-1277F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220665>BR-1277R</a>,,,37000,30600
ホンダ,フィットハイブリッド,GP5,H29/6～,LEB-H1,2WD HYBRID 後期/HYBRID-S ホンダセンシング,Fr：12～17mm<br>Rr：10～15mm,16280,,225528,ESH-3600-qq-e-f1-3308,ESH-3600-qq-e-d-3308,4536190136008,ESH-3600,ESPELIR,DOWNSUS Plus,1台分,12～17/10～15,Fr：12～17mm<br>Rr：10～15mm,2.5/2.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214835>BR-1277F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213619>BR-1277R</a>,,,37000,30600
マツダ,スクラムバン,DG62V,H13/9～17/8,K6A,2WD NA 4ナンバーバン,Fr：8～13mm<br>Rr：17～22mm,11880,,223363,ESM-4797-qq-e-f1-3828,ESM-4797-qq-e-d-3828,4536190147974,ESM-4797,ESPELIR,DOWNSUS Plus,1台分,8～13/17～22,Fr：8～13mm<br>Rr：17～22mm,3/3.95,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220818>BR-431F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215687>BR-251R</a>,,,27000,26400
マツダ,スクラムバン,DG62V,H13/9～17/8,K6A,4WD NA 4ナンバーバン,,11880,,226399,ESM-4799-qq-e-f1-3830,ESM-4799-qq-e-d-3830,4536190147998,ESM-4799,ESPELIR,DOWNSUS Plus,1台分,12～17/12～17,,3/3.95,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213916>BR-431F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215689>BR-251R</a>,,,27000,26400
マツダ,スクラムバン,DG64V,H17/9～27/3,K6A,2WD NA/ターボ/4ナンバーバン,,12760,,226830,ESM-3532-qq-e-f1-3879,ESM-3532-qq-e-d-3879,4536190135322,ESM-3532,ESPELIR,DOWNSUS Plus,1台分,22～27/22～27,,3.82/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215082>BR-737F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217893>BR-251R</a>,,,29000,27200
マツダ,スクラムバン,DG64V,H17/9～27/3,K6A,4WD NA/ターボ/4ナンバーバン,Fr：22～27mm<br>Rr：20～25mm,12760,,223030,ESM-3533-qq-e-f1-3880,ESM-3533-qq-e-d-3880,4536190135339,ESM-3533,ESPELIR,DOWNSUS Plus,1台分,22～27/20～25,Fr：22～27mm<br>Rr：20～25mm,3.82/3.95,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220163>BR-737F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220939>BR-251R</a>,,,29000,27200
マツダ,スクラムワゴン,DG62W,H13/9～17/8,K6A,2WD NA ワゴン,Fr：8～13mm<br>Rr：17～22mm,11880,,224851,ESM-4803-qq-e-f1-3834,ESM-4803-qq-e-d-3834,4536190148032,ESM-4803,ESPELIR,DOWNSUS Plus,1台分,8～13/17～22,Fr：8～13mm<br>Rr：17～22mm,3/3.95,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213917>BR-431F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213653>BR-251R</a>,,,27000,26400
マツダ,スクラムワゴン,DG62W,H13/9～17/8,K6A,2WD ターボ ワゴン,,11880,,226400,ESM-4801-qq-e-f1-3832,ESM-4801-qq-e-d-3832,4536190148018,ESM-4801,ESPELIR,DOWNSUS Plus,1台分,12～17/20～25,,3/3.95,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213927>BR-431F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217712>BR-251R</a>,,,27000,26400
マツダ,スクラムワゴン,DG62W,H13/9～17/8,K6A,4WD NA ワゴン,Fr：5～10mm<br>Rr：7～12mm,11880,,222478,ESM-4807-qq-e-f1-3838,ESM-4807-qq-e-d-3838,4536190148070,ESM-4807,ESPELIR,DOWNSUS Plus,1台分,5～10/7～12,Fr：5～10mm<br>Rr：7～12mm,3/3.95,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220820>BR-431F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220738>BR-251R</a>,,,27000,26400
マツダ,スクラムワゴン,DG62W,H13/9～17/8,K6A,4WD ターボ ワゴン,,11880,,226401,ESM-4805-qq-e-f1-3836,ESM-4805-qq-e-d-3836,4536190148056,ESM-4805,ESPELIR,DOWNSUS Plus,1台分,5～10/7～12,,3/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214768>BR-431F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216739>BR-251R</a>,,,27000,26400
マツダ,スクラムワゴン,DG64W,H17/9～27/3,K6A,2WD NA/ターボ ワゴン,Fr：27～32mm<br>Rr：22～27mm,12760,,223029,ESM-3530-qq-e-f1-3877,ESM-3530-qq-e-d-3877,4536190135308,ESM-3530,ESPELIR,DOWNSUS Plus,1台分,27～32/22～27,Fr：27～32mm<br>Rr：22～27mm,3.82/3.95,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220162>BR-737F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216902>BR-251R</a>,,,29000,27200
マツダ,スクラムワゴン,DG64W,H17/9～27/3,K6A,4WD NA/ターボ ワゴン,Fr：27～32mm<br>Rr：22～27mm,12760,,225232,ESM-3531-qq-e-f1-3878,ESM-3531-qq-e-d-3878,4536190135315,ESM-3531,ESPELIR,DOWNSUS Plus,1台分,27～32/22～27,Fr：27～32mm<br>Rr：22～27mm,3.82/3.95,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217078>BR-737F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214903>BR-251R</a>,,,29000,27200
マツダ,フレアワゴン,MM42S,H27/5～H29/11,R06A,2WD NA/S-エネチャージ車/XG/XS,Fr：10～15mm<br>Rr：10～15mm,12320,,224849,ESM-4430-qq-e-f1-4980,ESM-4430-qq-e-d-4980,4536190144300,ESM-4430,ESPELIR,DOWNSUS Plus,1台分,10～15/10～15,Fr：10～15mm<br>Rr：10～15mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217833>BR-966F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219651>BR-966R</a>,,,28000,26800
マツダ,フレアワゴン,MM42S,H27/5～H29/11,R06A,4WD NA/S-エネチャージ車/XG/XS,Fr：17～22mm<br>Rr：20～25mm,12320,,222713,ESM-4431-qq-e-f1-4981,ESM-4431-qq-e-d-4981,4536190144317,ESM-4431,ESPELIR,DOWNSUS Plus,1台分,17～22/20～25,Fr：17～22mm<br>Rr：20～25mm,2.8/2.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219873>BR-966F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214653>BR-966R</a>,,,28000,26800
マツダ,フレアワゴンカスタムスタイル,MM42S,H27/5～H29/11,R06A,2WD NA/S-エネチャージ車/XG/XS,Fr：10～15mm<br>Rr：15～20mm,12320,,223359,ESM-4432-qq-e-f1-4982,ESM-4432-qq-e-d-4982,4536190144324,ESM-4432,ESPELIR,DOWNSUS Plus,1台分,10～15/15～20,Fr：10～15mm<br>Rr：15～20mm,2.8/2.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218864>BR-966F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213755>BR-966R</a>,,,28000,26800
マツダ,フレアワゴンカスタムスタイル,MM42S,H27/5～H29/11,R06A,4WD NA/S-エネチャージ車/XG/XS,,12320,,226398,ESM-4433-qq-e-f1-4983,ESM-4433-qq-e-d-4983,4536190144331,ESM-4433,ESPELIR,DOWNSUS Plus,1台分,17～22/20～25,,2.8/2.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214013>BR-966F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214654>BR-966R</a>,,,28000,26800
マツダ,フレアワゴンカスタムスタイル,MM42S,H27/5～H29/11,R06A,4WD ターボ/S-エネチャージ車/XG/XS,,12320,,225634,ESM-4435-qq-e-f1-4985,ESM-4435-qq-e-d-4985,4536190144355,ESM-4435,ESPELIR,DOWNSUS Plus,1台分,17～22/20～25,,2.8/2.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215792>BR-966F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213756>BR-966R</a>,,,28000,26800
マツダ,フレアワゴンカスタムスタイル,MM42S,H27/8～H29/11,R06A,2WD ターボ/S-エネチャージ車/XG/XS,Fr：10～15mm<br>Rr：15～20mm,12320,,224117,ESM-4434-qq-e-f1-4984,ESM-4434-qq-e-d-4984,4536190144348,ESM-4434,ESPELIR,DOWNSUS Plus,1台分,10～15/15～20,Fr：10～15mm<br>Rr：15～20mm,2.8/2.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215791>BR-966F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219652>BR-966R</a>,,,28000,26800
