三菱,アウトランダー,GF7W,H24/10～24/12,4J11,2WD 2.0L/20G,Fr：48～53mm<br>Rr：45～50mm,18480,,225182,ESB-3633-qq-e-f1-4328,ESB-3633-qq-e-d-4328,4536190136336,ESB-3633,ESPELIR,Super DOWNSUS Type2,1台分,48～53/45～50,Fr：48～53mm<br>Rr：45～50mm,3.56/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218228>BR-3632F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216230>BR-3632R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,42000,32700
三菱,アウトランダー,GF7W,H25/1～H27/5,4J11,2WD 2.0L/20G,Fr：47～52mm<br>Rr：47～52mm,18480,,224418,ESB-3634-qq-e-f1-4329,ESB-3634-qq-e-d-4329,4536190136343,ESB-3634,ESPELIR,Super DOWNSUS Type2,1台分,47～52/47～52,Fr：47～52mm<br>Rr：47～52mm,3.56/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216226>BR-3632F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213222>BR-3632R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,42000,32700
三菱,アウトランダー,GF7W,H27/6～,4J11,2WD 2.0L/20G,,18480,,225922,ESB-3635-qq-e-f1-4330,ESB-3635-qq-e-d-4330,4536190136350,ESB-3635,ESPELIR,Super DOWNSUS Type2,1台分,47～52/47～52,,3.56/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216227>BR-3632F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217221>BR-3632R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,42000,32700
三菱,アウトランダー,GF7W,H29/7～,4J11,2WD 2.0L/アクティブギア,Fr：47～52mm<br>Rr：47～52mm,18480,,222222,ESB-3636-qq-e-f1-4331,ESB-3636-qq-e-d-4331,4536190136367,ESB-3636,ESPELIR,Super DOWNSUS Type2,1台分,47～52/47～52,Fr：47～52mm<br>Rr：47～52mm,3.56/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216228>BR-3632F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217222>BR-3632R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,42000,32700
三菱,アウトランダー,GF8W,H24/10～24/12,4J12,4WD 2.4L/24G セーフティーパッケージ/24G ナビパッケージ,,18480,,225923,ESB-3638-qq-e-f1-4333,ESB-3638-qq-e-d-4333,4536190136381,ESB-3638,ESPELIR,Super DOWNSUS Type2,1台分,52～57/52～57,,3.56/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213221>BR-3632F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217223>BR-3632R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,42000,32700
三菱,アウトランダー,GF8W,H25/1～H27/5,4J12,4WD 2.4L/24G セーフティパッケージ/24G ナビパッケージ,Fr：52～57mm<br>Rr：52～57mm,18480,,223666,ESB-3639-qq-e-f1-4334,ESB-3639-qq-e-d-4334,4536190136398,ESB-3639,ESPELIR,Super DOWNSUS Type2,1台分,52～57/52～57,Fr：52～57mm<br>Rr：52～57mm,3.56/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214214>BR-3632F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217224>BR-3632R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,42000,32700
三菱,タウンボックス,DS17W,H27/3～,R06A,2WD ターボ/Gスペシャル/G,Fr：45～50mm<br>Rr：45～50mm,14080,,222883,ESB-1819-qq-e-f1-3119,ESB-1819-qq-e-d-3119,4536190118196,ESB-1819,ESPELIR,Super DOWNSUS Type2,1台分,45～50/45～50,Fr：45～50mm<br>Rr：45～50mm,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215849>BR-1766F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215851>BR-1766R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,32000,28500
三菱,タウンボックス,DS17W,H27/3～,R06A,4WD ターボ/Gスペシャル/G,,14080,,226678,ESB-1820-qq-e-f1-3120,ESB-1820-qq-e-d-3120,4536190118202,ESB-1820,ESPELIR,Super DOWNSUS Type2,1台分,45～50/45～50,,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213803>BR-1766F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213805>BR-1766R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,32000,28500
三菱,タウンボックス,DS64W,H26/2～27/3,K6A,2WD ターボ/Gスペシャル/G,Fr：50～60mm<br>Rr：50～55mm,14080,,222888,ESB-2001-qq-e-f1-3117,ESB-2001-qq-e-d-3117,4536190120014,ESB-2001,ESPELIR,Super DOWNSUS Type2,1台分,50～60/50～55,Fr：50～60mm<br>Rr：50～55mm,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216084>BR-737F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213189>BR-251R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,32000,28500
三菱,タウンボックス,DS64W,H26/2～27/3,K6A,4WD ターボ/Gスペシャル/G,Fr：50～60mm<br>Rr：50～55mm,14080,,223331,ESB-2002-qq-e-f1-3118,ESB-2002-qq-e-d-3118,4536190120021,ESB-2002,ESPELIR,Super DOWNSUS Type2,1台分,50～60/50～55,Fr：50～60mm<br>Rr：50～55mm,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220158>BR-737F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213190>BR-251R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,32000,28500
三菱,デリカD：5,CV2W,H23/12～,4J11,2WD 2.0/G/M,,23320,,226602,ESB-4840-qq-e-f1-4838,ESB-4840-qq-e-d-4838,4536190148407,ESB-4840,ESPELIR,Super DOWNSUS Type2,1台分,58～63/50～55,,3.8/9.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213559>BR-820F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219385>BR-820R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,53000,37300
三菱,デリカD：5,CV2W,H23/12～,4J11,2WD 2.0/ローデスト G,,23320,,225856,ESB-4842-qq-e-f1-4840,ESB-4842-qq-e-d-4840,4536190148421,ESB-4842,ESPELIR,Super DOWNSUS Type2,1台分,58～63/50～55,,3.8/9.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218364>BR-820F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215604>BR-820R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,53000,37300
三菱,デリカD：5,CV4W,H22/1～H23/11,4B11,2WD 2.0/G/M,,23320,,226600,ESB-4836-qq-e-f1-4834,ESB-4836-qq-e-d-4834,4536190148360,ESB-4836,ESPELIR,Super DOWNSUS Type2,1台分,50～55/53～58,,2.7/9.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215601>BR-820F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218370>BR-820R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,53000,37300
三菱,デリカD：5,CV4W,H22/1～H23/11,4B11,2WD 2.0/ローデスト G,Fr：50～55mm<br>Rr：53～58mm,23320,,225111,ESB-4838-qq-e-f1-4836,ESB-4838-qq-e-d-4836,4536190148384,ESB-4838,ESPELIR,Super DOWNSUS Type2,1台分,50～55/53～58,Fr：50～55mm<br>Rr：53～58mm,2.7/9.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220630>BR-820F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218371>BR-820R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,53000,37300
三菱,デリカD：5,CV5W,H19/1～,4B12,4WD 2.4/G/M,Fr：57～62mm<br>Rr：58～63mm,23320,,223669,ESB-4831-qq-e-f1-4829,ESB-4831-qq-e-d-4829,4536190148315,ESB-4831,ESPELIR,Super DOWNSUS Type2,1台分,57～62/58～63,Fr：57～62mm<br>Rr：58～63mm,3.4/7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214612>BR-820F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215326>BR-820R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,53000,37300
三菱,デリカD：5,CV5W,H19/10～H30/3,4B12,4WD 2.4/ローデスト G,Fr：57～62mm<br>Rr：58～63mm,23320,,224336,ESB-4834-qq-e-f1-4832,ESB-4834-qq-e-d-4832,4536190148346,ESB-4834,ESPELIR,Super DOWNSUS Type2,1台分,57～62/58～63,Fr：57～62mm<br>Rr：58～63mm,3.4/7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220628>BR-820F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217344>BR-820R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,53000,37300
三菱,デリカD：5,CV5W,H19/12～H21/12,4B12,2WD 2.4/シャモニー,Fr：52～57mm<br>Rr：46～51mm,23320,,223578,ESB-4828-qq-e-f1-4826,ESB-4828-qq-e-d-4826,4536190148285,ESB-4828,ESPELIR,Super DOWNSUS Type2,1台分,52～57/46～51,Fr：52～57mm<br>Rr：46～51mm,3.4/9.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217593>BR-820F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216627>BR-820R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,53000,37300
三菱,デリカD：5,CV5W,H19/12～H22/5,4B12,4WD 2.4/シャモニー,Fr：57～62mm<br>Rr：58～63mm,23320,,224335,ESB-4833-qq-e-f1-4831,ESB-4833-qq-e-d-4831,4536190148339,ESB-4833,ESPELIR,Super DOWNSUS Type2,1台分,57～62/58～63,Fr：57～62mm<br>Rr：58～63mm,3.4/7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213558>BR-820F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218369>BR-820R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,53000,37300
